[GENERAL]
DATE=June 15, 2021 at 11:30:25
CYME_VERSION=8.02

[SI]

[LOADS]
FORMAT_LOADS=SectionID,DeviceNumber,LoadType,Connection,Location
p1ulv4113_load_p1ulv4113,p1ulv4113_load_p1ulv4113,SPOT,0,B,,,p1ulv4113_load_p1ulv4113,PQ,50.0,50.0,1.02501,0.33508235416945986,1.02501,0.33508235416945986,0
p1ulv4114_load_p1ulv4114,p1ulv4114_load_p1ulv4114,SPOT,0,B,,,p1ulv4114_load_p1ulv4114,PQ,50.0,50.0,0.9950100000000001,0.19995332825032197,0.9950100000000001,0.19995332825032197,0
p1ulv4115_load_p1ulv4115,p1ulv4115_load_p1ulv4115,SPOT,0,B,,,p1ulv4115_load_p1ulv4115,PQ,50.0,50.0,4.05504,0.8255303443508611,4.05504,0.8255303443508611,0
p1ulv4116_load_p1ulv4116,p1ulv4116_load_p1ulv4116,SPOT,0,B,,,p1ulv4116_load_p1ulv4116,PQ,50.0,50.0,3.8500400000000004,0.7797671809452545,3.8500400000000004,0.7797671809452545,0
p1ulv4116_load_p1ulv4117,p1ulv4116_load_p1ulv4117,SPOT,0,B,,,p1ulv4116_load_p1ulv4117,PQ,50.0,50.0,1.82502,0.3696301078868553,1.82502,0.3696301078868553,0
p1ulv4118_load_p1ulv4118,p1ulv4118_load_p1ulv4118,SPOT,0,C,,,p1ulv4118_load_p1ulv4118,PQ,50.0,50.0,4.435045000000001,0.9005742975515376,4.435045000000001,0.9005742975515376,0
p1ulv4119_load_p1ulv4119,p1ulv4119_load_p1ulv4119,SPOT,0,C,,,p1ulv4119_load_p1ulv4119,PQ,50.0,50.0,4.07504,0.8296019704968469,4.07504,0.8296019704968469,0
p1ulv4120_load_p1ulv4120,p1ulv4120_load_p1ulv4120,SPOT,0,B,,,p1ulv4120_load_p1ulv4120,PQ,50.0,50.0,2.86503,0.5802683521271422,2.86503,0.5802683521271422,0
p1ulv4121_load_p1ulv4121,p1ulv4121_load_p1ulv4121,SPOT,0,B,,,p1ulv4121_load_p1ulv4121,PQ,50.0,50.0,1.02501,0.20974069600619585,1.02501,0.20974069600619585,0
p1ulv4122_load_p1ulv4122,p1ulv4122_load_p1ulv4122,SPOT,0,B,,,p1ulv4122_load_p1ulv4122,PQ,50.0,50.0,3.3550349999999995,0.6795114294715541,3.3550349999999995,0.6795114294715541,0
p1ulv4123_load_p1ulv4123,p1ulv4123_load_p1ulv4123,SPOT,0,C,,,p1ulv4123_load_p1ulv4123,PQ,50.0,50.0,3.280035,0.6643213175322251,3.280035,0.6643213175322251,0
p1ulv4124_load_p1ulv4124,p1ulv4124_load_p1ulv4124,SPOT,0,B,,,p1ulv4124_load_p1ulv4124,PQ,50.0,50.0,1.360015,0.27473634952721826,1.360015,0.27473634952721826,0
p1ulv4125_load_p1ulv4125,p1ulv4125_load_p1ulv4125,SPOT,0,B,,,p1ulv4125_load_p1ulv4125,PQ,50.0,50.0,1.310015,0.26532365989600043,1.310015,0.26532365989600043,0
p1ulv4126_load_p1ulv4126,p1ulv4126_load_p1ulv4126,SPOT,0,C,,,p1ulv4126_load_p1ulv4126,PQ,50.0,50.0,3.7050350000000005,0.7542758688895778,3.7050350000000005,0.7542758688895778,0
p1ulv4127_load_p1ulv4127,p1ulv4127_load_p1ulv4127,SPOT,0,C,,,p1ulv4127_load_p1ulv4127,PQ,50.0,50.0,6.3400500000000015,1.2907156673427829,6.3400500000000015,1.2907156673427829,0
p1ulv4128_load_p1ulv4128,p1ulv4128_load_p1ulv4128,SPOT,0,C,,,p1ulv4128_load_p1ulv4128,PQ,50.0,50.0,1.81502,0.370450618763625,1.81502,0.370450618763625,0
p1ulv4129_load_p1ulv4129,p1ulv4129_load_p1ulv4129,SPOT,0,C,,,p1ulv4129_load_p1ulv4129,PQ,50.0,50.0,5.33005,1.0795207485629381,5.33005,1.0795207485629381,0
p1ulv4130_load_p1ulv4130,p1ulv4130_load_p1ulv4130,SPOT,0,C,,,p1ulv4130_load_p1ulv4130,PQ,50.0,50.0,5.53005,1.1258148084303683,5.53005,1.1258148084303683,0
p1ulv4131_load_p1ulv4131,p1ulv4131_load_p1ulv4131,SPOT,0,C,,,p1ulv4131_load_p1ulv4131,PQ,50.0,50.0,5.50005,1.1139516689587503,5.50005,1.1139516689587503,0
p1ulv4132_load_p1ulv4132,p1ulv4132_load_p1ulv4132,SPOT,0,ABC,29.6903,6.028872551821777,p1ulv4132_load_p1ulv4132,PQ,,,,,,,0
p1ulv4133_load_p1ulv4133,p1ulv4133_load_p1ulv4133,SPOT,0,C,,,p1ulv4133_load_p1ulv4133,PQ,50.0,50.0,0.93501,0.30499411774163754,0.93501,0.30499411774163754,0
p1ulv4134_load_p1ulv4134,p1ulv4134_load_p1ulv4134,SPOT,0,C,,,p1ulv4134_load_p1ulv4134,PQ,50.0,50.0,2.8350300000000006,0.92981571126362,2.8350300000000006,0.92981571126362,0
p1ulv4135_load_p1ulv4135,p1ulv4135_load_p1ulv4135,SPOT,0,C,,,p1ulv4135_load_p1ulv4135,PQ,50.0,50.0,2.375025,0.7797898560328158,2.375025,0.7797898560328158,0
p1ulv4136_load_p1ulv4136,p1ulv4136_load_p1ulv4136,SPOT,0,A,,,p1ulv4136_load_p1ulv4136,PQ,50.0,50.0,2.7550299999999996,0.9045565613271812,2.7550299999999996,0.9045565613271812,0
p1ulv4137_load_p1ulv4137,p1ulv4137_load_p1ulv4137,SPOT,0,C,,,p1ulv4137_load_p1ulv4137,PQ,50.0,50.0,2.7950299999999997,0.9196733854816359,2.7950299999999997,0.9196733854816359,0
p1ulv4138_load_p1ulv4138,p1ulv4138_load_p1ulv4138,SPOT,0,C,,,p1ulv4138_load_p1ulv4138,PQ,50.0,50.0,2.9250300000000005,0.9603725108542721,2.9250300000000005,0.9603725108542721,0
p1ulv4139_load_p1ulv4139,p1ulv4139_load_p1ulv4139,SPOT,0,A,,,p1ulv4139_load_p1ulv4139,PQ,50.0,50.0,2.2450200000000002,0.7402896280711808,2.2450200000000002,0.7402896280711808,0
p1ulv4140_load_p1ulv4140,p1ulv4140_load_p1ulv4140,SPOT,0,C,,,p1ulv4140_load_p1ulv4140,PQ,50.0,50.0,2.11002,0.6950263951172404,2.11002,0.6950263951172404,0
p1ulv4141_load_p1ulv4141,p1ulv4141_load_p1ulv4141,SPOT,0,C,,,p1ulv4141_load_p1ulv4141,PQ,50.0,50.0,3.22003,1.0595148858697159,3.22003,1.0595148858697159,0
p1ulv4142_load_p1ulv4142,p1ulv4142_load_p1ulv4142,SPOT,0,A,,,p1ulv4142_load_p1ulv4142,PQ,50.0,50.0,3.09503,1.015088912932929,3.09503,1.015088912932929,0
p1ulv4143_load_p1ulv4143,p1ulv4143_load_p1ulv4143,SPOT,0,B,,,p1ulv4143_load_p1ulv4143,PQ,50.0,50.0,9.2851,1.8854199698527934,9.2851,1.8854199698527934,0
p1ulv4144_load_p1ulv4144,p1ulv4144_load_p1ulv4144,SPOT,0,B,,,p1ulv4144_load_p1ulv4144,PQ,50.0,50.0,9.5701,1.9432916881334845,9.5701,1.9432916881334845,0
p1ulv4145_load_p1ulv4145,p1ulv4145_load_p1ulv4145,SPOT,0,A,,,p1ulv4145_load_p1ulv4145,PQ,50.0,50.0,8.2751,1.6803307226124489,8.2751,1.6803307226124489,0
p1ulv4146_load_p1ulv4146,p1ulv4146_load_p1ulv4146,SPOT,0,C,,,p1ulv4146_load_p1ulv4146,PQ,50.0,50.0,4.385045,1.4397379434942448,4.385045,1.4397379434942448,0
p1ulv4147_load_p1ulv4147,p1ulv4147_load_p1ulv4147,SPOT,0,B,,,p1ulv4147_load_p1ulv4147,PQ,50.0,50.0,5.3400500000000015,1.755189555860388,5.3400500000000015,1.755189555860388,0
p1ulv4148_load_p1ulv4148,p1ulv4148_load_p1ulv4148,SPOT,0,ABC,34.1103,11.211513432882576,p1ulv4148_load_p1ulv4148,PQ,,,,,,,0
p1ulv4149_load_p1ulv4149,p1ulv4149_load_p1ulv4149,SPOT,0,A,,,p1ulv4149_load_p1ulv4149,PQ,50.0,50.0,1.370015,0.44981581230210127,1.370015,0.44981581230210127,0
p1ulv4150_load_p1ulv4150,p1ulv4150_load_p1ulv4150,SPOT,0,ABC,36.3404,11.94451185584196,p1ulv4150_load_p1ulv4150,PQ,,,,,,,0
p1ulv4151_load_p1ulv4151,p1ulv4151_load_p1ulv4151,SPOT,0,A,,,p1ulv4151_load_p1ulv4151,PQ,50.0,50.0,9.2751,3.0485779439444736,9.2751,3.0485779439444736,0
p1ulv4152_load_p1ulv4152,p1ulv4152_load_p1ulv4152,SPOT,0,C,,,p1ulv4152_load_p1ulv4152,PQ,50.0,50.0,4.84505,1.5942095563653342,4.84505,1.5942095563653342,0
p1ulv4153_load_p1ulv4153,p1ulv4153_load_p1ulv4153,SPOT,0,ABC,31.3403,6.363919341867884,p1ulv4153_load_p1ulv4153,PQ,,,,,,,0
p1ulv4154_load_p1ulv4154,p1ulv4154_load_p1ulv4154,SPOT,0,ABC,21.0902,6.932013515043259,p1ulv4154_load_p1ulv4154,PQ,,,,,,,0
p1ulv4155_load_p1ulv4155,p1ulv4155_load_p1ulv4155,SPOT,0,B,,,p1ulv4155_load_p1ulv4155,PQ,50.0,50.0,3.300035,1.0846690510339294,3.300035,1.0846690510339294,0
p1ulv4156_load_p1ulv4156,p1ulv4156_load_p1ulv4156,SPOT,0,C,,,p1ulv4156_load_p1ulv4156,PQ,50.0,50.0,5.2250499999999995,1.7155360416266205,5.2250499999999995,1.7155360416266205,0
p1ulv4157_load_p1ulv4157,p1ulv4157_load_p1ulv4157,SPOT,0,C,,,p1ulv4157_load_p1ulv4157,PQ,50.0,50.0,3.86504,1.2703772138805132,3.86504,1.2703772138805132,0
p1ulv4158_load_p1ulv4158,p1ulv4158_load_p1ulv4158,SPOT,0,A,,,p1ulv4158_load_p1ulv4158,PQ,50.0,50.0,3.3950350000000005,1.1146888364865088,3.3950350000000005,1.1146888364865088,0
p1ulv4159_load_p1ulv4159,p1ulv4159_load_p1ulv4159,SPOT,0,A,,,p1ulv4159_load_p1ulv4159,PQ,50.0,50.0,2.08502,0.6853129329800332,2.08502,0.6853129329800332,0
p1ulv4160_load_p1ulv4160,p1ulv4160_load_p1ulv4160,SPOT,0,B,,,p1ulv4160_load_p1ulv4160,PQ,50.0,50.0,1.5750149999999998,0.5199146016136665,1.5750149999999998,0.5199146016136665,0
p1ulv4161_load_p1ulv4161,p1ulv4161_load_p1ulv4161,SPOT,0,B,,,p1ulv4161_load_p1ulv4161,PQ,50.0,50.0,1.430015,0.47002320066735204,1.430015,0.47002320066735204,0
p1ulv4162_load_p1ulv4162,p1ulv4162_load_p1ulv4162,SPOT,0,A,,,p1ulv4162_load_p1ulv4162,PQ,50.0,50.0,3.9100400000000004,1.285167998613562,3.9100400000000004,1.285167998613562,0
p1ulv4163_load_p1ulv4163,p1ulv4163_load_p1ulv4163,SPOT,0,B,,,p1ulv4163_load_p1ulv4163,PQ,50.0,50.0,5.28505,1.735235788518535,5.28505,1.735235788518535,0
p1ulv4164_load_p1ulv4164,p1ulv4164_load_p1ulv4164,SPOT,0,ABC,40.1304,13.190224614469852,p1ulv4164_load_p1ulv4164,PQ,,,,,,,0
p1ulv4165_load_p1ulv4165,p1ulv4165_load_p1ulv4165,SPOT,0,ABC,98.74099999999999,32.45459722946612,p1ulv4165_load_p1ulv4165,PQ,,,,,,,0
p1ulv4166_load_p1ulv4166,p1ulv4166_load_p1ulv4166,SPOT,0,ABC,41.6404,13.686537613289932,p1ulv4166_load_p1ulv4166,PQ,,,,,,,0
p1ulv4167_load_p1ulv4167,p1ulv4167_load_p1ulv4167,SPOT,0,ABC,43.5404,14.311037413129773,p1ulv4167_load_p1ulv4167,PQ,,,,,,,0
p1ulv4168_load_p1ulv4168,p1ulv4168_load_p1ulv4168,SPOT,0,C,,,p1ulv4168_load_p1ulv4168,PQ,50.0,50.0,9.4351,3.101167400773092,9.4351,3.101167400773092,0
p1ulv4169_load_p1ulv4169,p1ulv4169_load_p1ulv4169,SPOT,0,ABC,19.9202,6.547453111983989,p1ulv4169_load_p1ulv4169,PQ,,,,,,,0
p1ulv4170_load_p1ulv4170,p1ulv4170_load_p1ulv4170,SPOT,0,C,,,p1ulv4170_load_p1ulv4170,PQ,50.0,50.0,5.68005,1.8649257888903044,5.68005,1.8649257888903044,0
p1ulv4171_load_p1ulv4171,p1ulv4171_load_p1ulv4171,SPOT,0,A,,,p1ulv4171_load_p1ulv4171,PQ,50.0,50.0,5.960050000000001,1.9589737010712833,5.960050000000001,1.9589737010712833,0
p1ulv4172_load_p1ulv4172,p1ulv4172_load_p1ulv4172,SPOT,0,A,,,p1ulv4172_load_p1ulv4172,PQ,50.0,50.0,1.7400150000000003,0.5749966731535586,1.7400150000000003,0.5749966731535586,0
p1ulv4173_load_p1ulv4173,p1ulv4173_load_p1ulv4173,SPOT,0,B,,,p1ulv4173_load_p1ulv4173,PQ,50.0,50.0,6.45505,2.119380852910865,6.45505,2.119380852910865,0
p1ulv4174_load_p1ulv4174,p1ulv4174_load_p1ulv4174,SPOT,0,B,,,p1ulv4174_load_p1ulv4174,PQ,50.0,50.0,6.005050000000001,1.9758945927186824,6.005050000000001,1.9758945927186824,0
p1ulv4175_load_p1ulv4175,p1ulv4175_load_p1ulv4175,SPOT,0,ABC,59.3406,19.504312011776847,p1ulv4175_load_p1ulv4175,PQ,,,,,,,0
p1ulv4176_load_p1ulv4176,p1ulv4176_load_p1ulv4176,SPOT,0,ABC,62.17059999999999,20.43448802943303,p1ulv4176_load_p1ulv4176,PQ,,,,,,,0
p1ulv4177_load_p1ulv4177,p1ulv4177_load_p1ulv4177,SPOT,0,ABC,22.9102,7.53021858646879,p1ulv4177_load_p1ulv4177,PQ,,,,,,,0
p1ulv4178_load_p1ulv4178,p1ulv4178_load_p1ulv4178,SPOT,0,A,,,p1ulv4178_load_p1ulv4178,PQ,50.0,50.0,0.480005,0.15997349599625266,0.480005,0.15997349599625266,0
p1ulv4179_load_p1ulv4179,p1ulv4179_load_p1ulv4179,SPOT,0,B,,,p1ulv4179_load_p1ulv4179,PQ,50.0,50.0,2.21002,0.7248287736661783,2.21002,0.7248287736661783,0
p1ulv4180_load_p1ulv4180,p1ulv4180_load_p1ulv4180,SPOT,0,B,,,p1ulv4180_load_p1ulv4180,PQ,50.0,50.0,3.9350399999999994,1.2947809357343774,3.9350399999999994,1.2947809357343774,0
p1ulv4181_load_p1ulv4181,p1ulv4181_load_p1ulv4181,SPOT,0,B,,,p1ulv4181_load_p1ulv4181,PQ,50.0,50.0,3.1700299999999997,1.0453093200392358,3.1700299999999997,1.0453093200392358,0
p1ulv4182_load_p1ulv4182,p1ulv4182_load_p1ulv4182,SPOT,0,C,,,p1ulv4182_load_p1ulv4182,PQ,50.0,50.0,4.485045,1.4757539343718975,4.485045,1.4757539343718975,0
p1ulv4183_load_p1ulv4183,p1ulv4183_load_p1ulv4183,SPOT,0,A,,,p1ulv4183_load_p1ulv4183,PQ,50.0,50.0,5.36005,1.759860472133428,5.36005,1.759860472133428,0
p1ulv4184_load_p1ulv4184,p1ulv4184_load_p1ulv4184,SPOT,0,ABC,65.9807,21.686807338575015,p1ulv4184_load_p1ulv4184,PQ,,,,,,,0
p1ulv4185_load_p1ulv4185,p1ulv4185_load_p1ulv4185,SPOT,0,A,,,p1ulv4185_load_p1ulv4185,PQ,50.0,50.0,1.25001,0.40997059545635767,1.25001,0.40997059545635767,0
p1ulv4186_load_p1ulv4186,p1ulv4186_load_p1ulv4186,SPOT,0,ABC,30.850299999999997,10.14000324999948,p1ulv4186_load_p1ulv4186,PQ,,,,,,,0
p1ulv4187_load_p1ulv4187,p1ulv4187_load_p1ulv4187,SPOT,0,B,,,p1ulv4187_load_p1ulv4187,PQ,50.0,50.0,2.485025,0.8150232229933639,2.485025,0.8150232229933639,0
p1ulv4188_load_p1ulv4188,p1ulv4188_load_p1ulv4188,SPOT,0,ABC,28.5503,5.797385678699013,p1ulv4188_load_p1ulv4188,PQ,,,,,,,0
p1ulv4189_load_p1ulv4189,p1ulv4189_load_p1ulv4189,SPOT,0,ABC,24.830200000000005,5.0419871552744535,p1ulv4189_load_p1ulv4189,PQ,,,,,,,0
p1ulv4190_load_p1ulv4190,p1ulv4190_load_p1ulv4190,SPOT,0,B,,,p1ulv4190_load_p1ulv4190,PQ,50.0,50.0,2.525025,0.5153646095600172,2.525025,0.5153646095600172,0
p1ulv4191_load_p1ulv4191,p1ulv4191_load_p1ulv4191,SPOT,0,ABC,24.550200000000004,8.069260518962126,p1ulv4191_load_p1ulv4191,PQ,,,,,,,0
p1ulv4191_load_p1ulv4192,p1ulv4191_load_p1ulv4192,SPOT,0,ABC,21.1502,4.294731284141317,p1ulv4191_load_p1ulv4192,PQ,,,,,,,0
p1ulv4193_load_p1ulv4193,p1ulv4193_load_p1ulv4193,SPOT,0,C,,,p1ulv4193_load_p1ulv4193,PQ,50.0,50.0,5.36505,1.765309745075456,5.36505,1.765309745075456,0
p1ulv4196_load_p1ulv4194,p1ulv4196_load_p1ulv4194,SPOT,0,B,,,p1ulv4196_load_p1ulv4194,PQ,50.0,50.0,1.14001,0.23029318487261108,1.14001,0.23029318487261108,0
p1ulv4196_load_p1ulv4195,p1ulv4196_load_p1ulv4195,SPOT,0,B,,,p1ulv4196_load_p1ulv4195,PQ,50.0,50.0,2.16502,0.439626061445832,2.16502,0.439626061445832,0
p1ulv4196_load_p1ulv4196,p1ulv4196_load_p1ulv4196,SPOT,0,B,,,p1ulv4196_load_p1ulv4196,PQ,50.0,50.0,1.1750100000000003,0.23982280170656367,1.1750100000000003,0.23982280170656367,0
p1ulv4197_load_p1ulv4197,p1ulv4197_load_p1ulv4197,SPOT,0,C,,,p1ulv4197_load_p1ulv4197,PQ,50.0,50.0,1.3450150000000003,0.27522110246609643,1.3450150000000003,0.27522110246609643,0
p1ulv4198_load_p1ulv4198,p1ulv4198_load_p1ulv4198,SPOT,0,B,,,p1ulv4198_load_p1ulv4198,PQ,50.0,50.0,1.4500149999999998,0.4750514744668623,1.4500149999999998,0.4750514744668623,0
p1ulv4199_load_p1ulv4199,p1ulv4199_load_p1ulv4199,SPOT,0,C,,,p1ulv4199_load_p1ulv4199,PQ,50.0,50.0,0.9100100000000001,0.18478541176355026,0.9100100000000001,0.18478541176355026,0
p1ulv4199_load_p1ulv4200,p1ulv4199_load_p1ulv4200,SPOT,0,C,,,p1ulv4199_load_p1ulv4200,PQ,50.0,50.0,0.98001,0.20002276057263293,0.98001,0.20002276057263293,0
p1ulv4201_load_p1ulv4201,p1ulv4201_load_p1ulv4201,SPOT,0,C,,,p1ulv4201_load_p1ulv4201,PQ,50.0,50.0,0.7750100000000001,0.1549225617334453,0.7750100000000001,0.1549225617334453,0
p1ulv4202_load_p1ulv4202,p1ulv4202_load_p1ulv4202,SPOT,0,C,,,p1ulv4202_load_p1ulv4202,PQ,50.0,50.0,0.84001,0.17013127906874298,0.84001,0.17013127906874298,0
p1ulv4203_load_p1ulv4203,p1ulv4203_load_p1ulv4203,SPOT,0,C,,,p1ulv4203_load_p1ulv4203,PQ,50.0,50.0,0.9050100000000001,0.18518592725199493,0.9050100000000001,0.18518592725199493,0
p1ulv4204_load_p1ulv4204,p1ulv4204_load_p1ulv4204,SPOT,0,C,,,p1ulv4204_load_p1ulv4204,PQ,50.0,50.0,0.9050100000000001,0.18518592725199493,0.9050100000000001,0.18518592725199493,0
p1ulv4205_load_p1ulv4205,p1ulv4205_load_p1ulv4205,SPOT,0,C,,,p1ulv4205_load_p1ulv4205,PQ,50.0,50.0,1.340015,0.2699909854443514,1.340015,0.2699909854443514,0
p1ulv4205_load_p1ulv4206,p1ulv4205_load_p1ulv4206,SPOT,0,C,,,p1ulv4205_load_p1ulv4206,PQ,50.0,50.0,1.510015,0.30503781857651757,1.510015,0.30503781857651757,0
p1ulv4207_load_p1ulv4207,p1ulv4207_load_p1ulv4207,SPOT,0,A,,,p1ulv4207_load_p1ulv4207,PQ,50.0,50.0,1.04501,0.21491696037165056,1.04501,0.21491696037165056,0
p1ulv4208_load_p1ulv4208,p1ulv4208_load_p1ulv4208,SPOT,0,A,,,p1ulv4208_load_p1ulv4208,PQ,50.0,50.0,0.97001,0.1949294257706905,0.97001,0.1949294257706905,0
p1ulv4209_load_p1ulv4209,p1ulv4209_load_p1ulv4209,SPOT,0,A,,,p1ulv4209_load_p1ulv4209,PQ,50.0,50.0,1.4400149999999998,0.29466029439650554,1.4400149999999998,0.29466029439650554,0
p1ulv4210_load_p1ulv4210,p1ulv4210_load_p1ulv4210,SPOT,0,A,,,p1ulv4210_load_p1ulv4210,PQ,50.0,50.0,1.2650150000000002,0.25487971884783844,1.2650150000000002,0.25487971884783844,0
p1ulv4211_load_p1ulv4211,p1ulv4211_load_p1ulv4211,SPOT,0,A,,,p1ulv4211_load_p1ulv4211,PQ,50.0,50.0,0.93001,0.189817621820343,0.93001,0.189817621820343,0
p1ulv4212_load_p1ulv4212,p1ulv4212_load_p1ulv4212,SPOT,0,A,,,p1ulv4212_load_p1ulv4212,PQ,50.0,50.0,0.8950099999999999,0.1798577183317963,0.8950099999999999,0.1798577183317963,0
p1ulv4213_load_p1ulv4213,p1ulv4213_load_p1ulv4213,SPOT,0,B,,,p1ulv4213_load_p1ulv4213,PQ,50.0,50.0,1.10001,0.2250874264775714,1.10001,0.2250874264775714,0
p1ulv4214_load_p1ulv4214,p1ulv4214_load_p1ulv4214,SPOT,0,B,,,p1ulv4214_load_p1ulv4214,PQ,50.0,50.0,0.8600100000000002,0.17508196009045146,0.8600100000000002,0.17508196009045146,0
p1ulv4215_load_p1ulv4215,p1ulv4215_load_p1ulv4215,SPOT,0,B,,,p1ulv4215_load_p1ulv4215,PQ,50.0,50.0,1.13501,0.22987905269677025,1.13501,0.22987905269677025,0
p1ulv4216_load_p1ulv4216,p1ulv4216_load_p1ulv4216,SPOT,0,B,,,p1ulv4216_load_p1ulv4216,PQ,50.0,50.0,0.82501,0.16491743675011897,0.82501,0.16491743675011897,0
p1ulv4217_load_p1ulv4217,p1ulv4217_load_p1ulv4217,SPOT,0,B,,,p1ulv4217_load_p1ulv4217,PQ,50.0,50.0,0.92001,0.18488162081142773,0.92001,0.18488162081142773,0
p1ulv4218_load_p1ulv4218,p1ulv4218_load_p1ulv4218,SPOT,0,B,,,p1ulv4218_load_p1ulv4218,PQ,50.0,50.0,0.8950099999999999,0.1798577183317963,0.8950099999999999,0.1798577183317963,0
p1ulv4219_load_p1ulv4219,p1ulv4219_load_p1ulv4219,SPOT,0,B,,,p1ulv4219_load_p1ulv4219,PQ,50.0,50.0,0.730005,0.150132970647273,0.730005,0.150132970647273,0
p1ulv4220_load_p1ulv4220,p1ulv4220_load_p1ulv4220,SPOT,0,B,,,p1ulv4220_load_p1ulv4220,PQ,50.0,50.0,0.94001,0.18989122614021203,0.94001,0.18989122614021203,0
p1ulv4221_load_p1ulv4221,p1ulv4221_load_p1ulv4221,SPOT,0,B,,,p1ulv4221_load_p1ulv4221,PQ,50.0,50.0,0.84001,0.17013127906874298,0.84001,0.17013127906874298,0
p1ulv4222_load_p1ulv4222,p1ulv4222_load_p1ulv4222,SPOT,0,B,,,p1ulv4222_load_p1ulv4222,PQ,50.0,50.0,0.87501,0.17995472722251266,0.87501,0.17995472722251266,0
p1ulv4223_load_p1ulv4223,p1ulv4223_load_p1ulv4223,SPOT,0,B,,,p1ulv4223_load_p1ulv4223,PQ,50.0,50.0,0.9050100000000001,0.18518592725199493,0.9050100000000001,0.18518592725199493,0
p1ulv4224_load_p1ulv4224,p1ulv4224_load_p1ulv4224,SPOT,0,B,,,p1ulv4224_load_p1ulv4224,PQ,50.0,50.0,0.6650050000000001,0.135035024614916,0.6650050000000001,0.135035024614916,0
p1ulv4225_load_p1ulv4225,p1ulv4225_load_p1ulv4225,SPOT,0,B,,,p1ulv4225_load_p1ulv4225,PQ,50.0,50.0,0.7650099999999999,0.154941167129414,0.7650099999999999,0.154941167129414,0
p1ulv4226_load_p1ulv4226,p1ulv4226_load_p1ulv4226,SPOT,0,B,,,p1ulv4226_load_p1ulv4226,PQ,50.0,50.0,1.1750100000000003,0.23982280170656367,1.1750100000000003,0.23982280170656367,0
p1ulv4227_load_p1ulv4227,p1ulv4227_load_p1ulv4227,SPOT,0,A,,,p1ulv4227_load_p1ulv4227,PQ,50.0,50.0,1.545015,0.3153418489873843,1.545015,0.3153418489873843,0
p1ulv4228_load_p1ulv4228,p1ulv4228_load_p1ulv4228,SPOT,0,B,,,p1ulv4228_load_p1ulv4228,PQ,50.0,50.0,1.00001,0.2051442614049283,1.00001,0.2051442614049283,0
p1ulv4228_load_p1ulv4229,p1ulv4228_load_p1ulv4229,SPOT,0,B,,,p1ulv4228_load_p1ulv4229,PQ,50.0,50.0,1.24001,0.249841622564561,1.24001,0.249841622564561,0
p1ulv4230_load_p1ulv4230,p1ulv4230_load_p1ulv4230,SPOT,0,B,,,p1ulv4230_load_p1ulv4230,PQ,50.0,50.0,1.18001,0.24022797842622015,1.18001,0.24022797842622015,0
p1ulv4230_load_p1ulv4231,p1ulv4230_load_p1ulv4231,SPOT,0,B,,,p1ulv4230_load_p1ulv4231,PQ,50.0,50.0,1.00501,0.20512532994877788,1.00501,0.20512532994877788,0
p1ulv4232_load_p1ulv4232,p1ulv4232_load_p1ulv4232,SPOT,0,B,,,p1ulv4232_load_p1ulv4232,PQ,50.0,50.0,1.11001,0.2248156820503273,1.11001,0.2248156820503273,0
p1ulv4233_load_p1ulv4233,p1ulv4233_load_p1ulv4233,SPOT,0,B,,,p1ulv4233_load_p1ulv4233,PQ,50.0,50.0,0.92001,0.18488162081142773,0.92001,0.18488162081142773,0
p1ulv4234_load_p1ulv4234,p1ulv4234_load_p1ulv4234,SPOT,0,B,,,p1ulv4234_load_p1ulv4234,PQ,50.0,50.0,0.87501,0.17995472722251266,0.87501,0.17995472722251266,0
p1ulv4235_load_p1ulv4235,p1ulv4235_load_p1ulv4235,SPOT,0,B,,,p1ulv4235_load_p1ulv4235,PQ,50.0,50.0,0.80501,0.16514153045827676,0.80501,0.16514153045827676,0
p1ulv4235_load_p1ulv4236,p1ulv4235_load_p1ulv4236,SPOT,0,B,,,p1ulv4235_load_p1ulv4236,PQ,50.0,50.0,0.730005,0.150132970647273,0.730005,0.150132970647273,0
p1ulv4237_load_p1ulv4237,p1ulv4237_load_p1ulv4237,SPOT,0,B,,,p1ulv4237_load_p1ulv4237,PQ,50.0,50.0,0.80001,0.15991999924178213,0.80001,0.15991999924178213,0
p1ulv4238_load_p1ulv4238,p1ulv4238_load_p1ulv4238,SPOT,0,B,,,p1ulv4238_load_p1ulv4238,PQ,50.0,50.0,0.685005,0.14016782808726178,0.685005,0.14016782808726178,0
p1ulv4239_load_p1ulv4239,p1ulv4239_load_p1ulv4239,SPOT,0,A,,,p1ulv4239_load_p1ulv4239,PQ,50.0,50.0,0.4600045,0.09507959228587809,0.4600045,0.09507959228587809,0
p1ulv4240_load_p1ulv4240,p1ulv4240_load_p1ulv4240,SPOT,0,B,,,p1ulv4240_load_p1ulv4240,PQ,50.0,50.0,0.6650050000000001,0.135035024614916,0.6650050000000001,0.135035024614916,0
p1ulv4241_load_p1ulv4241,p1ulv4241_load_p1ulv4241,SPOT,0,A,,,p1ulv4241_load_p1ulv4241,PQ,50.0,50.0,0.7800100000000001,0.160012975208706,0.7800100000000001,0.160012975208706,0
p1ulv4242_load_p1ulv4242,p1ulv4242_load_p1ulv4242,SPOT,0,A,,,p1ulv4242_load_p1ulv4242,PQ,50.0,50.0,0.84501,0.1698099133725335,0.84501,0.1698099133725335,0
