,phases,bus1,kv,irradiance,Pmpp,%Pmpp,Temperature,pf,conn,kvar,kVA,%Cutin,%Cutout,EffCurve,P-TCurve,%R,%X,model,Vminpu,Vmaxpu,Balanced,LimitCurrent,yearly,daily,duty,Tyearly,Tdaily,Tduty,class,UserModel,UserData,debugtrace,VarFollowInverter,DutyStart,WattPriority,PFPriority,%PminNoVars,%PminkvarMax,kvarMax,kvarMaxAbs,spectrum,basefreq,enabled,like
PVSystem.pv_load_p2ulv28711,1,p2ulv28711.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45200,1,p2ulv45200.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19018,1,p2ulv19018.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18747,1,p2ulv18747.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44818,1,p2ulv44818.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17045,1,p2ulv17045.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv18667,1,p2ulv18667.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45154,1,p2ulv45153.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44760,1,p2ulv44760.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv43368,1,p2ulv43368.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45213,1,p2ulv45213.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17181,1,p2ulv17181.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv15575,1,p2ulv15575.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45189,1,p2ulv45189.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44849,1,p2ulv44849.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv27239,1,p2ulv27239.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv28805,1,p2ulv28805.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44847,1,p2ulv44847.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20070,1,p2ulv20069.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45244,1,p2ulv45244.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19167,1,p2ulv19166.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv1398,1,p2ulv1398.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20107,1,p2ulv20106.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44767,1,p2ulv44767.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20172,1,p2ulv20172.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20108,3,p2ulv20108.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17089,1,p2ulv17089.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20146,1,p2ulv20146.1.2,0.24,1,3,100,25,-0.95,wye,0,2.87081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,2.87081,2.87081,,60,True,
PVSystem.pv_load_p2ulv20125,1,p2ulv20125.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv27219,1,p2ulv27219.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv46153,1,p2ulv46153.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45169,1,p2ulv45169.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18744,1,p2ulv18744.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20077,1,p2ulv20077.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv20119,1,p2ulv20119.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45178,3,p2ulv45178.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17129,1,p2ulv17129.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45326,1,p2ulv45326.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv15568,1,p2ulv15568.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18629,1,p2ulv18629.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv45470,1,p2ulv45470.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv17112,1,p2ulv17112.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44839,1,p2ulv44839.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv28709,1,p2ulv28709.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv44775,1,p2ulv44775.1.2,0.24,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17165,1,p2ulv17165.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv42005,1,p2ulv42005.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv43960,3,p2ulv43960.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv17162,1,p2ulv17162.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20190,1,p2ulv20189.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18746,1,p2ulv18746.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44810,1,p2ulv44810.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44278,1,p2ulv15560.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17039,1,p2ulv17038.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17109,1,p2ulv17109.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18737,1,p2ulv18737.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17124,1,p2ulv17122.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44838,1,p2ulv44838.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18644,3,p2ulv18644.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv18654,1,p2ulv18654.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45240,1,p2ulv45240.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20105,1,p2ulv20105.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19156,1,p2ulv19156.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv43994,1,p2ulv43994.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20124,1,p2ulv20124.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17105,1,p2ulv17105.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv20204,1,p2ulv20204.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv8143,1,p2ulv8143.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv44771,1,p2ulv44771.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv19014,1,p2ulv19014.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17138,1,p2ulv17137.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18647,1,p2ulv18647.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv20098,1,p2ulv20098.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18731,1,p2ulv18731.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv13627,1,p2ulv13627.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv18725,1,p2ulv18725.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_45_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45171,1,p2ulv45171.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20094,1,p2ulv20094.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20233,1,p2ulv20233.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv18638,1,p2ulv18638.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17160,3,p2ulv17160.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv18699,1,p2ulv18699.1.2,0.24,1,3,100,25,-0.95,wye,0,2.87081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,2.87081,2.87081,,60,True,
PVSystem.pv_load_p2ulv28533,1,p2ulv28532.1.2,0.24,1,100,100,25,-0.95,wye,0,95.6938,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,95.6938,95.6938,,60,True,
PVSystem.pv_load_p2ulv44788,1,p2ulv44788.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17058,3,p2ulv17058.1.2.3,0.48,1,8,100,25,-0.95,wye,0,7.6555,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_180,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,7.6555,7.6555,,60,True,
PVSystem.pv_load_p2ulv27222,1,p2ulv27222.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv20136,1,p2ulv20135.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_15_270,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv40390,1,p2ulv40389.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_135,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv45256,1,p2ulv45256.1.2,0.24,1,5,100,25,-0.95,wye,0,4.78469,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_25_90,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,4.78469,4.78469,,60,True,
PVSystem.pv_load_p2ulv17164,1,p2ulv17164.1.2,0.24,1,3,100,25,-0.95,wye,0,2.87081,0.1,0.1,,,50,0,1,0.9,1.1,No,No,SFO_37.7984_-122.5116_35_225,,,,,,1,,(),NO,No,0,NO,NO,-1,-1,2.87081,2.87081,,60,True,
