,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p1rlv2-rdm1),rdm1.1.2,p1rlv2.1.2,1P_UG_AL_1/0_Brenau_2,0.0183837,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm1281-rdt748lv),rdt748lv.1.2,rdm1281.1.2,1P_OH_AL_2/0_Rucina_2,0.0151377,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1277-rdm1283),rdm1283.1.2,p1rlv1277.1.2,1P_OH_AL_4/0_Zuzara_2,0.0567439,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1283-rdt750lv),rdt750lv.1.2,rdm1283.1.2,1P_OH_AL_2/0_Rucina_2,0.0184869,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1278-rdm1284),rdm1284.1.2,p1rlv1278.1.2,1P_OH_AL_4/0_Zuzara_2,0.0449867,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1284-rdt750lv),rdt750lv.1.2,rdm1284.1.2,1P_OH_AL_2/0_Rucina_2,0.0184753,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1281-rdt751lv),rdt751lv.1.2,p1rlv1281.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1283-rdt752lv),rdt752lv.1.2,p1rlv1283.1.2,1P_OH_AL_2/0_Rucina_2,0.0264048,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1282-rdm1286),rdm1286.1.2,p1rlv1282.1.2,1P_OH_AL_4/0_Zuzara_2,0.0286813,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1286-rdt752lv),rdt752lv.1.2,rdm1286.1.2,1P_OH_AL_2/0_Rucina_2,0.0199623,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1285-rdm1288),rdm1288.1.2,p1rlv1285.1.2,1P_OH_AL_4/0_Zuzara_2,0.034167,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1288-rdt752lv),rdt752lv.1.2,rdm1288.1.2,1P_OH_AL_4/0_Zuzara_2,0.039906,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1284-rdt753lv),rdt753lv.1.2,p1rlv1284.1.2,1P_OH_AL_2/0_Rucina_2,0.0102408,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1304-rdm1290),rdm1290.1.2,p1rlv1304.1.2,1P_OH_AL_4/0_Zuzara_2,0.0471885,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1290-rdt753lv),rdt753lv.1.2,rdm1290.1.2,1P_OH_AL_2/0_Rucina_2,0.019953,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1286-rdt754lv),rdt754lv.1.2,p1rlv1286.1.2,1P_OH_AL_2/0_Rucina_2,0.0235324,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1287-rdm1292),rdm1292.1.2,p1rlv1287.1.2,1P_OH_AL_2/0_Rucina_2,0.0244485,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1292-rdt754lv),rdt754lv.1.2,rdm1292.1.2,1P_OH_AL_2/0_Rucina_2,0.019953,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1288-rdt755lv),rdt755lv.1.2,p1rlv1288.1.2,1P_OH_AL_2/0_Rucina_2,0.0249124,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1289-rdt756lv),rdt756lv.1.2,p1rlv1289.1.2,1P_OH_AL_4/0_Zuzara_2,0.0407245,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1290-rdt757lv),rdt757lv.1.2,p1rlv1290.1.2,1P_OH_AL_4/0_Zuzara_2,0.0301348,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1292-rdt758lv),rdt758lv.1.2,p1rlv1292.1.2,1P_OH_AL_2/0_Rucina_2,0.0230889,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1294-rdt758lv),rdt758lv.1.2,p1rlv1294.1.2,1P_OH_AL_4/0_Zuzara_2,0.0433139,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1291-rdm1296),rdm1296.1.2,p1rlv1291.1.2,1P_OH_AL_4/0_Zuzara_2,0.0304646,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1296-rdt758lv),rdt758lv.1.2,rdm1296.1.2,1P_OH_AL_2/0_Rucina_2,0.019953,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1293-rdm1298),rdm1298.1.2,p1rlv1293.1.2,1P_OH_AL_4/0_Zuzara_2,0.027773,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1298-rdt758lv),rdt758lv.1.2,rdm1298.1.2,1P_OH_AL_4/0_Zuzara_2,0.039906,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1295-rdt759lv),rdt759lv.1.2,p1rlv1295.1.2,1P_OH_AL_4/0_Zuzara_2,0.0321968,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1296-rdm1301),rdm1301.1.2,p1rlv1296.1.2,1P_OH_AL_4/0_Zuzara_2,0.0489103,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1301-rdt759lv),rdt759lv.1.2,rdm1301.1.2,1P_OH_AL_2/0_Rucina_2,0.019953,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1297-rdm1302),rdm1302.1.2,p1rlv1297.1.2,1P_OH_AL_4/0_Zuzara_2,0.0542686,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1302-rdt759lv),rdt759lv.1.2,rdm1302.1.2,1P_OH_AL_2/0_Rucina_2,0.019953,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1298-rdt760lv),rdt760lv.1.2,p1rlv1298.1.2,1P_OH_AL_2/0_Rucina_2,0.0188513,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1299-rdt760lv),rdt760lv.1.2,p1rlv1299.1.2,1P_OH_AL_2/0_Rucina_2,0.0188513,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1300-rdt761lv),rdt761lv.1.2,p1rlv1300.1.2,1P_UG_AL_1/0_Brenau_2,0.0195842,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1301-rdt761lv),rdt761lv.1.2,p1rlv1301.1.2,1P_UG_AL_1/0_Brenau_2,0.0195842,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1302-rdt762lv),rdt762lv.1.2,p1rlv1302.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1307-rdt763lv),rdt763lv.1.2,p1rlv1307.1.2,1P_UG_AL_1/0_Brenau_2,0.0163382,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1303-rdm1308),rdm1308.1.2,p1rlv1303.1.2,1P_UG_AL_1/0_Brenau_2,0.180331,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm1308-rdt763lv),rdt763lv.1.2,rdm1308.1.2,1P_UG_AL_1/0_Brenau_2,0.00877411,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1305-rdm1309),rdm1309.1.2,p1rlv1305.1.2,1P_UG_AL_1/0_Brenau_2,0.0622694,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:rdm1309-rdt763lv),rdt763lv.1.2,rdm1309.1.2,1P_UG_AL_1/0_Brenau_2,0.00877745,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1306-rdt764lv),rdt764lv.1.2,p1rlv1306.1.2,1P_UG_AL_1/0_Brenau_2,0.0306945,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1308-rdt765lv),rdt765lv.1.2,p1rlv1308.1.2,1P_UG_AL_1/0_Brenau_2,0.0230908,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1309-rdt766lv),rdt766lv.1.2,p1rlv1309.1.2,1P_UG_AL_1/0_Brenau_2,0.0228839,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1311-rdt767lv),rdt767lv.1.2,p1rlv1311.1.2,1P_UG_AL_1/0_Brenau_2,0.0349681,2,----,----,----,----,----,----,['0.9149 |0.3744 0.9149'],['0.4972667 |0.3969667 0.4972667'],['36.4998 |-16.3131 36.4998'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,205,600,0.1,20,3,60,True,
Line.l(r:p1rlv1315-rdt768lv),rdt768lv.1.2,p1rlv1315.1.2,1P_OH_AL_2/0_Rucina_2,0.0264297,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1316-rdt768lv),rdt768lv.1.2,p1rlv1316.1.2,1P_OH_AL_2/0_Rucina_2,0.0176188,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1317-rdt768lv),rdt768lv.1.2,p1rlv1317.1.2,1P_OH_AL_4/0_Zuzara_2,0.0350229,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1318-rdt768lv),rdt768lv.1.2,p1rlv1318.1.2,1P_OH_AL_4/0_Zuzara_2,0.0538063,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1322-rdt768lv),rdt768lv.1.2,p1rlv1322.1.2,1P_OH_AL_4/0_Zuzara_2,0.0639394,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1319-rdt769lv),rdt769lv.1.2,p1rlv1319.1.2,1P_OH_AL_4/0_Zuzara_2,0.0769857,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1320-rdt770lv),rdt770lv.1.2,p1rlv1320.1.2,1P_OH_AL_4/0_Zuzara_2,0.0301642,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1321-rdt771lv),rdt771lv.1.2,p1rlv1321.1.2,1P_OH_AL_4_Periwinkle_2,0.001,2,----,----,----,----,----,----,['1.760967 |0.3959667 1.760967'],['0.6698333 |0.5686333 0.6698333'],['36.92503 |-17.55897 36.92503'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1381-rdm1384),rdm1384.1.2,p1rlv1381.1.2,1P_OH_AL_4/0_Zuzara_2,0.0293096,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1384-rdt808lv),rdt808lv.1.2,rdm1384.1.2,1P_OH_AL_2/0_Rucina_2,0.0189297,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1382-rdm1385),rdm1385.1.2,p1rlv1382.1.2,1P_OH_AL_4/0_Zuzara_2,0.0324681,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1385-rdt808lv),rdt808lv.1.2,rdm1385.1.2,1P_OH_AL_2/0_Rucina_2,0.0189395,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1387-rdt813lv),rdt813lv.1.2,p1rlv1387.1.2,1P_OH_AL_4/0_Zuzara_2,0.0331189,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1388-rdt814lv),rdt814lv.1.2,p1rlv1388.1.2,1P_OH_AL_2/0_Rucina_2,0.0234709,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1389-rdt815lv),rdt815lv.1.2,p1rlv1389.1.2,1P_OH_AL_4/0_Zuzara_2,0.0420071,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1390-rdt816lv),rdt816lv.1.2,p1rlv1390.1.2,1P_OH_AL_2/0_Rucina_2,0.0113808,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1391-rdt816lv),rdt816lv.1.2,p1rlv1391.1.2,1P_OH_AL_2/0_Rucina_2,0.0113808,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1392-rdt817lv),rdt817lv.1.2,p1rlv1392.1.2,1P_OH_AL_4/0_Zuzara_2,0.0401864,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1393-rdt818lv),rdt818lv.1.2,p1rlv1393.1.2,1P_OH_AL_4/0_Zuzara_2,0.033097,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1394-rdt819lv),rdt819lv.1.2,p1rlv1394.1.2,1P_OH_AL_4/0_Zuzara_2,0.0928878,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1395-rdt820lv),rdt820lv.1.2,p1rlv1395.1.2,1P_OH_AL_4/0_Zuzara_2,0.047745,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1397-rdt820lv),rdt820lv.1.2,p1rlv1397.1.2,1P_OH_AL_4/0_Zuzara_2,0.0638997,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:p1rlv1396-rdm1399),rdm1399.1.2,p1rlv1396.1.2,1P_OH_AL_4/0_Zuzara_2,0.0445343,2,----,----,----,----,----,----,['0.4728 |0.2021 0.4728'],['0.2135333 |0.1247333 0.2135333'],['41.3578 |-20.4474 41.3578'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
Line.l(r:rdm1399-rdt820lv),rdt820lv.1.2,rdm1399.1.2,1P_OH_AL_2/0_Rucina_2,0.017967,2,----,----,----,----,----,----,['0.7166333 |0.2875333 0.7166333'],['0.2888333 |0.1932333 0.2888333'],['39.3595 |-19.3421 39.3595'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,115,600,0.1,20,3,60,True,
