Hour=0, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.00625.
Hour=4142, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4149, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4152, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4153, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4162, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4166, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4168, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4174, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4176, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4177, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4186, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4189, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4199, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4210, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4216, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4220, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4221, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4224, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4259, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4262, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4270, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4272, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4280, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4282, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4286, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4293, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4294, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4305, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4310, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4318, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4320, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4329, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4333, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4343, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4344, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4356, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4359, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4365, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4368, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4377, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4379, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4382, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.04375.
Hour=4389, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0375.
Hour=4390, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4401, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4405, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.04375.
Hour=4413, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0375.
Hour=4414, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4417, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4425, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4429, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4438, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4440, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4449, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4453, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4461, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4464, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4473, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4484, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4486, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4502, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4504, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4510, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4512, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4512, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.0125.
Hour=4523, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.01875.
Hour=4527, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4535, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4546, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4551, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4558, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4561, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4568, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4570, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4575, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4582, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4584, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4592, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4596, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4605, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4606, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4619, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4622, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4629, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4632, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4633, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4640, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4645, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4654, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4657, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4664, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4669, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4680, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4681, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4689, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4693, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4704, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4714, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4718, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4725, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4728, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4737, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4740, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4749, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4751, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4761, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4775, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4776, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4784, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4789, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4798, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4800, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4809, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4813, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4822, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4824, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4833, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4839, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4847, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4848, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4862, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4872, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4885, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4895, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4906, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4919, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4929, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4944, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=4953, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=4954, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4959, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4965, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4968, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=4977, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=4980, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=4989, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=4992, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5001, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5007, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5014, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5016, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -2 TAPS TO 1.01875.
Hour=5027, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5031, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5039, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5040, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5050, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5053, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5062, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5064, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5074, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5079, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5085, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5087, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5098, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5101, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5109, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5112, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5123, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5134, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5149, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5158, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5170, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5173, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5176, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5182, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5184, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5184, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.01875.
Hour=5194, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.025.
Hour=5197, Sec=1800, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5199, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5206, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5207, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5217, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5219, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5229, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5231, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
Hour=5241, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.03125.
Hour=5244, Sec=0, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED 1 TAPS TO 1.0375.
Hour=5252, Sec=900, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.03125.
Hour=5253, Sec=2700, ControlIter=1, Element=Regulator.trans_reg_creguladortension(r:rdt213-rdt226), Action= CHANGED -1 TAPS TO 1.025.
