,bus1,bus2,linecode,length,phases,r1,x1,r0,x0,C1,C0,rmatrix,xmatrix,cmatrix,Switch,Rg,Xg,rho,geometry,units,spacing,wires,EarthModel,cncables,tscables,B1,B0,Seasons,Ratings,LineType,normamps,emergamps,faultrate,pctperm,repair,basefreq,enabled,like
Line.l(r:p2udt163lv-p2ulv1472),p2udt163lv.1.2.3,p2ulv1472.1.2.3,3P_UG_AL_350kcmil_3_8,0.00661472,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm793-p2ulv197),p2udm793.1.2.3,p2ulv197.1.2.3,3P_UG_AL_350kcmil_3_8,0.00516568,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm793-p2udt163lv),p2udt163lv.1.2.3,p2udm793.1.2.3,3P_UG_AL_350kcmil_3_8,0.018428,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt158-p2udt163),p2udt158-p2udt163x.1.2.3,p2udt163.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.087864,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt162lv-p2ulv196),p2udt162lv.1.2.3,p2ulv196.1.2.3,3P_UG_AL_350kcmil_3_8,0.00912269,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt11906-p2udt162),p2udt11906.1.2.3,p2udt162.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0749085,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt3226lv-p2ulv6996),p2udt3226lv.1.2.3,p2ulv6996.1.2.3,3P_UG_AL_350kcmil_3_8,0.0126448,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt209lv-p2ulv298),p2udt209lv.1.2.3,p2ulv298.1.2.3,3P_UG_AL_750kcmil_3_3,0.012764,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt2242lv-p2ulv4700),p2udt2242lv.1.2.3,p2ulv4700.1.2.3,3P_UG_AL_350kcmil_3_8,0.0130059,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt205lv-p2ulv2481),p2udt205lv.1.2.3,p2ulv2481.1.2.3,3P_UG_AL_750kcmil_3_3,0.0121408,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udm898-p2ulv294),p2udm898.1.2.3,p2ulv294.1.2.3,3P_UG_AL_750kcmil_3_3,0.0126157,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udm898-p2udt205lv),p2udt205lv.1.2.3,p2udm898.1.2.3,3P_UG_AL_750kcmil_3_3,0.0148853,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udm9065-p2ulv5675),p2udm9065.1.2.3,p2ulv5675.1.2.3,3P_UG_AL_350kcmil_3_8,0.00588986,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm9065-p2udt2637lv),p2udt2637lv.1.2.3,p2udm9065.1.2.3,3P_UG_AL_350kcmil_3_8,0.0384031,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm9066-p2udt2637lv),p2udt2637lv.1.2.3,p2udm9066.1.2.3,3P_UG_AL_750kcmil_3_3,0.0548434,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt2637-p2umv60),p2umv60.1.2.3,p2udt2637.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0108483,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt206-p2umv60),p2udt206.1.2.3,p2umv60.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.193054,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt11798lv-p2ulv43417),p2udt11798lv.1.2.3,p2ulv43417.1.2.3,3P_UG_AL_350kcmil_3_8,0.0131129,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt599lv-p2ulv1271),p2udt599lv.1.2.3,p2ulv1271.1.2.3,3P_UG_AL_350kcmil_3_8,0.026337,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt11871-p2umv33),p2udt11871.1.2.3,p2umv33.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.1699,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt9927lv-p2ulv35734),p2udt9927lv.1.2.3,p2ulv35734.1.2.3,3P_UG_AL_350kcmil_3_8,0.011577,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt2808lv-p2ulv5936),p2udt2808lv.1.2.3,p2ulv5936.1.2.3,3P_UG_AL_350kcmil_3_8,0.0125464,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt2808-p2udt9927),p2udt9927.1.2.3,p2udt2808.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.167607,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt11871-p2udt9927),p2udt11871-p2udt9927x.1.2.3,p2udt9927.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.181494,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt12347lv-p2ulv46148),p2udt12347lv.1.2.3,p2ulv46148.1.2.3,3P_UG_AL_350kcmil_3_8,0.00855376,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt12347-p2udt599),p2udt599.1.2.3,p2udt12347.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0953928,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt3760lv-p2ulv8268),p2udt3760lv.1.2.3,p2ulv8268.1.2.3,3P_UG_AL_750kcmil_3_3,0.0100857,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt11881lv-p2ulv43913),p2udt11881lv.1.2.3,p2ulv43913.1.2.3,3P_UG_AL_750kcmil_3_3,0.0168906,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2umv100-p2umv99),p2umv99.1.2.3,p2umv100.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0218287,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt11876lv-p2ulv43878),p2udt11876lv.1.2.3,p2ulv43878.1.2.3,3P_UG_AL_750kcmil_3_3,0.0102111,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt11876-p2udt4200),p2udt4200.1.2.3,p2udt11876.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.080755,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt11798-p2udt4200),p2udt11798-p2udt4200x.1.2.3,p2udt4200.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.0747504,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt4986lv-p2ulv12864),p2udt4986lv.1.2.3,p2ulv12864.1.2.3,3P_UG_AL_750kcmil_3_3,0.0137079,3,----,----,----,----,----,----,['0.2296133 |0.1512433 0.2296133 |0.1512433 0.1512433 0.2296133'],['0.54 |0.2955 0.54 |0.2955 0.2955 0.54'],['169.559 |-84.214 169.559 |-84.214 -84.214 169.559'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,550,600,0.1,20,3,60,True,
Line.l(r:p2udt205-p2udt4986),p2udt205-p2udt4986x.1.2.3,p2udt4986.1.2.3,3P_OH_AL_ACSR_4/0_Penguin_3,0.099853,3,----,----,----,----,----,----,['0.3635667 |0.09006667 0.3635667 |0.09006667 0.09006667 0.3635667'],['0.6385333 |0.2202333 0.6385333 |0.2202333 0.2202333 0.6385333'],['7.448267 |-3.184633 7.448267 |-3.184633 -3.184633 7.448267'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,325,600,0.1,20,3,60,True,
Line.l(r:p2udt208lv-p2ulv297),p2udt208lv.1.2.3,p2ulv297.1.2.3,3P_UG_AL_350kcmil_3_8,0.0125197,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt739lv-p2ulv1426),p2udt739lv.1.2.3,p2ulv1426.1.2.3,3P_UG_AL_350kcmil_3_8,0.00633897,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt1622lv-p2ulv3475),p2udt1622lv.1.2.3,p2ulv3475.1.2.3,3P_UG_AL_350kcmil_3_8,0.00623618,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4408-p2ulv2557),p2udm4408.1.2.3,p2ulv2557.1.2.3,3P_UG_AL_350kcmil_3_8,0.00795297,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4408-p2udt1279lv),p2udt1279lv.1.2.3,p2udm4408.1.2.3,3P_UG_AL_350kcmil_3_8,0.051594,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4409-p2ulv4810),p2udm4409.1.2.3,p2ulv4810.1.2.3,3P_UG_AL_350kcmil_3_8,0.0084052,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4409-p2ulv43702),p2udm4409.1.2.3,p2ulv43702.1.2.3,3P_UG_AL_350kcmil_3_8,0.00785736,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udm4409-p2udt1279lv),p2udt1279lv.1.2.3,p2udm4409.1.2.3,3P_UG_AL_350kcmil_3_8,0.0379318,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt12128lv-p2ulv45106),p2udt12128lv.1.2.3,p2ulv45106.1.2.3,3P_UG_AL_350kcmil_3_8,0.0069477,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt12128-p2udt1279),p2udt12128-p2udt1279xx.1.2.3,p2udt12128-p2udt1279x.1.2.3,3P_UG_AL_3,0.0753664,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt1279-p2udt1622),p2udt1279-p2udt1622xx.1.2.3,p2udt1279-p2udt1622x.1.2.3,3P_UG_AL_3,0.128176,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt3637lv-p2ulv8043),p2udt3637lv.1.2.3,p2ulv8043.1.2.3,3P_UG_AL_350kcmil_3_8,0.00493718,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt1622-p2udt3637),p2udt1622-p2udt3637x.1.2.3,p2udt1622-p2udt3637xx.1.2.3,3P_UG_AL_3,0.0788682,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt1622-p2udt739),p2udt1622-p2udt739xx.1.2.3,p2udt1622-p2udt739x.1.2.3,3P_UG_AL_3,0.0380087,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt9646lv-p2ulv34475),p2udt9646lv.1.2.3,p2ulv34475.1.2.3,3P_UG_AL_350kcmil_3_8,0.0124104,3,----,----,----,----,----,----,['0.3388667 |0.1744667 0.3388667 |0.1744667 0.1744667 0.3388667'],['0.5126 |0.2912 0.5126 |0.2912 0.2912 0.5126'],['164.365 |-81.635 164.365 |-81.635 -81.635 164.365'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,370,600,0.1,20,3,60,True,
Line.l(r:p2udt739-p2udt9646),p2udt739-p2udt9646x.1.2.3,p2udt739-p2udt9646xx.1.2.3,3P_UG_AL_3,0.146006,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt208-p2udt739),p2udt208-p2udt739x.1.2.3,p2udt208-p2udt739xx.1.2.3,3P_UG_AL_3,0.157509,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt207-p2udt208),p2udt207-p2udt208x.1.2.3,p2udt207-p2udt208xx.1.2.3,3P_UG_AL_3,0.0385167,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt207-p2udt2242),p2udt207-p2udt2242xx.1.2.3,p2udt207-p2udt2242x.1.2.3,3P_UG_AL_3,0.0620565,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
Line.l(r:p2udt1142-p2umv27),p2udt1142-p2umv27x.1.2.3,p2udt1142-p2umv27xx.1.2.3,3P_UG_AL_3,0.0308546,3,----,----,----,----,----,----,['0.3289333 |0.05923333 0.3289333 |0.05923333 0.05923333 0.3289333'],['0.9076 |0.6647 0.9076 |0.6647 0.6647 0.9076'],['120.289 |-59.026 120.289 |-59.026 -59.026 120.289'],False,0.01805,0.155081,100,,km,,,Deri,,,----,----,1,['400'],oh,295,600,0.1,20,3,60,True,
